"Geographical Location","Report Date","MDS Item Question/Description","MDS Item Response",Percent,"Total Residents"
Texas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",14.58,12326
Texas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.09,78
Texas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.06,53
Utah,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",79.09,4357
Utah,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.53,1131
Utah,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
Utah,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.25,14
Vermont,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",76.43,1758
Vermont,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",22.74,523
Vermont,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
Vermont,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.52,12
"Virgin Islands","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",*,*
"Virgin Islands","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",*,*
"Virgin Islands","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
"Virgin Islands","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
Virginia,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",83.23,22664
Virginia,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",16.46,4482
Virginia,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.18,50
Virginia,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.12,34
Washington,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",83.8,11133
Washington,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",15.81,2100
Washington,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.23,31
Washington,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.16,21
"West Virginia","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",81.2,7499
"West Virginia","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",18.56,1714
"West Virginia","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.15,14
"West Virginia","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
Wisconsin,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",81.15,13620
Wisconsin,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",18.4,3088
Wisconsin,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.17,28
Wisconsin,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.28,47
Wyoming,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",76.01,1461
Wyoming,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",23.47,451
Wyoming,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
Wyoming,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
"National Total","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",79.56,948540
"National Total","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.11,239777
"National Total","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.16,1856
"National Total","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.17,2057
Alabama,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,74.92,4048
Alabama,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,25.08,1355
Alaska,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,58.12,68
Alaska,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,41.88,49
Arizona,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,83.84,1676
Arizona,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,16.16,323
Arkansas,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,72.88,2015
Arkansas,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,27.12,750
California,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,80.77,16404
California,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,19.23,3905
Colorado,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,73.85,2414
Colorado,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,26.15,855
Connecticut,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,88.49,3943
Connecticut,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,11.51,513
Delaware,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,67.5,376
Delaware,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,32.5,181
"District of Columbia","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,78.07,210
"District of Columbia","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,21.93,59
Florida,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,77.95,7944
Florida,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,22.05,2247
Georgia,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,82.33,5821
Georgia,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,17.67,1249
Hawaii,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,69.77,307
Hawaii,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,30.23,133
Idaho,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,69.34,606
Idaho,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,30.66,268
Illinois,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,85.27,14740
Illinois,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,14.73,2547
Indiana,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,73.41,4443
Indiana,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,26.59,1609
Iowa,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,75.54,3286
Iowa,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,24.46,1064
Kansas,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,77.95,2591
Kansas,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,22.05,733
Kentucky,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,76.18,3103
Kentucky,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,23.82,970
Louisiana,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,83.09,5154
Louisiana,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,16.91,1049
Maine,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,76.54,819
Maine,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,23.46,251
Maryland,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,83.5,3228
Maryland,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,16.5,638
Massachusetts,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,82.13,6410
Massachusetts,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,17.87,1395
Michigan,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,78.31,5451
Michigan,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,21.69,1510
Minnesota,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,74.27,2880
Minnesota,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,25.73,998
Mississippi,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,74.62,2816
Mississippi,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,25.38,958
Missouri,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,81.41,8211
Missouri,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,18.59,1875
Montana,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,75.03,544
Montana,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,24.97,181
Nebraska,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,74.49,1650
Nebraska,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,25.51,565
Nevada,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,79.28,922
Nevada,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,20.72,241
"New Hampshire","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,76.28,968
"New Hampshire","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,23.72,301
"New Jersey","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,78.02,5993
"New Jersey","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,21.98,1688
"New Mexico","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,76.69,671
"New Mexico","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,23.31,204
"New York","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,79.37,13825
"New York","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,20.63,3593
"North Carolina","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,83.16,4883
"North Carolina","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,16.84,989
"North Dakota","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,62.2,650
"North Dakota","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,37.8,395
Ohio,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,77.39,9982
Ohio,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,22.61,2917
Oklahoma,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,72.66,2572
Oklahoma,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,27.34,968
Oregon,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,74.98,827
Oregon,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,25.02,276
Pennsylvania,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,81.17,11671
Pennsylvania,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,18.83,2707
"Puerto Rico","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,*,*
"Puerto Rico","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,*,*
"Rhode Island","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,77.9,1276
"Rhode Island","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,22.1,362
"South Carolina","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,76.98,2401
"South Carolina","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,23.02,718
"South Dakota","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,81.5,1009
"South Dakota","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,18.5,229
Tennessee,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,75.78,3658
Tennessee,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,24.22,1169
Texas,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,79.57,9912
Texas,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,20.43,2545
Utah,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,81.42,938
Utah,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,18.58,214
Vermont,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,71.96,390
Vermont,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,28.04,152
"Virgin Islands","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,*,*
"Virgin Islands","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,*,*
Virginia,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,77.88,3556
Virginia,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,22.12,1010
Washington,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,72.77,1566
Washington,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,27.23,586
"West Virginia","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,70.56,1225
"West Virginia","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,29.44,511
Wisconsin,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,73.7,2331
Wisconsin,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,26.3,832
Wyoming,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,72.89,336
Wyoming,"Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,27.11,125
"National Total","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",No,79.09,192728
"National Total","Q3, 2024","N0450B: Medications - Antipsychotic Medication Review - Has a gradual dose reduction (GDR) been attempted?",Yes,20.91,50962
Alabama,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,77.35,4179
Alabama,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,22.65,1224
Alaska,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,58.97,69
Alaska,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,41.03,48
Arizona,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,51.93,1038
Arizona,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,48.07,961
Arkansas,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,75.44,2086
Arkansas,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,24.56,679
California,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,63.08,12811
California,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,36.92,7498
Colorado,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,62.92,2057
Colorado,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,37.08,1212
Connecticut,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,21.03,937
Connecticut,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,78.97,3519
Delaware,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,52.6,293
Delaware,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,47.4,264
"District of Columbia","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,49.81,134
"District of Columbia","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,50.19,135
Florida,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,59.94,6108
Florida,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,40.06,4083
Georgia,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,54.44,3849
Georgia,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,45.56,3221
Hawaii,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,72.27,318
Hawaii,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,27.73,122
Idaho,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,39.59,346
Idaho,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,60.41,528
Illinois,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,47.82,8266
Illinois,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,52.18,9021
Indiana,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,68.36,4137
Indiana,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,31.64,1915
Iowa,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,51.84,2255
Iowa,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,48.16,2095
Kansas,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,53.97,1794
Kansas,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,46.03,1530
Kentucky,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,53.77,2190
Kentucky,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,46.23,1883
Louisiana,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,44.08,2734
